id,text,label
"10376", "Bakteriler mikroskobik canlýlardýr", "bilgi"
"10377", "Ay geceleri yansýttýðý ýþýkla görünür ??", "bilgi"
"10378", "Vücudun dengesi iç kulakla saðlanýr", "bilgi"
"10379", "?? Güneþ sistemimizin merkezindedir", "bilgi"
"10380", "Ýnternet tarayýcýlarý web içeriði gösterir", "bilgi"
"10381", "?? Kimyasal reaksiyonlar maddelerin yapýsýný deðiþtirir", "bilgi"
"10382", "Karasal iklimde sýcaklýk farký yüksektir", "bilgi"
"10383", "Termometre sýcaklýðý ölçmek için kullanýlýr ???", "bilgi"
"10384", "Tarihi yapýlar kültürel miras kabul edilir", "bilgi"
"10385", "Radyasyon iyonlaþtýrýcý olabilir", "bilgi"
"10386", "?? Dünya'nýn katmanlarý kabuk manto ve çekirdekten oluþur", "bilgi"
"10387", "Hidroelektrik santraller nehirlerden enerji üretir", "bilgi"
"10388", "Ayda atmosfer bulunmaz", "bilgi"
"10389", "Ürün kutusu açýlmýþtý ve eksik parçalar vardý", "þikayet"
"10390", "Telefon ekraný kutudan çizik çýktý ??", "þikayet"
"10391", "Site üzerinden verdiðim sipariþ iptal edilmedi", "þikayet"
"10392", "?? Ödeme sýrasýnda hata alýyorum tekrar deneyin uyarýsý veriyor", "þikayet"
"10393", "Uygulama <button> butonuna týklayýnca kapanýyor", "þikayet"
"10394", "Kargo þirketi teslimat adresini yanlýþ girmiþ", "þikayet"
"10395", "Satýn aldýðým ürünün garantisi açýklanmamýþtý", "þikayet"
"10396", "Destek hattý sürekli <b>yoðunluk</b> nedeniyle meþgul", "þikayet"
"10397", "Kredi kartýmdan izinsiz para çekildi", "þikayet"
"10398", "Ýade talebim hala onaylanmadý", "þikayet"
"10399", "Teknik servis çok geç geri dönüþ yaptý", "þikayet"
"10400", "Sitedeki fiyat etiketi gerçek fiyatla uyuþmuyor", "þikayet"
"10401", "Ürün açýklamalarý HTML kodlarýyla karýþmýþ", "þikayet"
"10402", "Kargo firmasý aramadan kapýya not býrakýp gitmiþ", "þikayet"
"10403", "Gelen ürün webdeki görselle hiç uyuþmuyor", "þikayet"
"10404", "?? Güncellemeden sonra uygulama açýlmýyor", "þikayet"
"10405", "Bilgilerim çalýndý ve hesap kapatýldý", "þikayet"
"10406", "Reklamlar sayfayý kapatmadan devam etmiyor", "þikayet"
"10407", "Hizmet alýrken sürekli hata alýyorum", "þikayet"
"10408", "Satýcý mesajlarýma <i>cevap</i> vermiyor", "þikayet"
"10409", "Ürün açýklamasý yanýltýcýydý ve maðdur oldum", "þikayet"
"10410", "?? Satýþ sonrasý hizmet tamamen yetersiz", "þikayet"
"10411", "Web sitesindeki form çalýþmýyor", "þikayet"
"10412", "Aldýðým kulaklýk sol taraftan ses vermiyor", "þikayet"
"10413", "Müþteri hizmetlerine ulaþmak mümkün deðil", "þikayet"
"10414", "Ürün ambalajý yýrtýlmýþ þekilde geldi", "þikayet"
"10415", "Sipariþ durumu sistemde görünmüyor", "þikayet"
"10416", "Uygulamada link týkladýðýmda baþka siteye yönleniyorum", "þikayet"
"10417", "Kargom zamanýnda yola çýkmadý", "þikayet"
"10418", "Web sayfasý mobilde düzgün açýlmýyor ??", "þikayet"
"10419", "Adres bilgilerim yanlýþ kaydedilmiþ", "þikayet"
"10420", "Ürünü geri göndermeme raðmen para iadesi yapýlmadý", "þikayet"
"10421", "Alýþveriþ sonrasý destek tamamen ilgisiz", "þikayet"
"10422", "?? Kulaklýk bozuldu ve garantiye alýnmadý", "þikayet"
"10423", "Ürün iadesinde kargo ücreti bana yüklendi", "þikayet"
"10424", "Web sitesindeki yazýlar okunamýyor kadar küçük", "þikayet"
"10425", "Canlý destek <div> elementi içinde görünmüyor", "þikayet"
"10426", "Mobil uygulama yavaþ ve kullanýþsýz", "þikayet"
"10427", "Kargo takip sistemi sürekli hata veriyor", "þikayet"
"10428", "Sipariþ iptal formu açýlmýyor", "þikayet"
"10429", "Ödeme ekraný sürekli donuyor", "þikayet"
"10430", "Ürünle birlikte gönderilen fiþ eksik", "þikayet"
"10431", "Kargo süresi belirtilenden uzundu", "þikayet"
"10432", "?? Paket içinde olmasý gereken parça çýkmadý", "þikayet"
"10433", "Kullanýcý sözleþmesi anlaþýlmayacak kadar karýþýk", "þikayet"
"10434", "E-posta ile doðrulama yapamýyorum", "þikayet"
"10435", "Sayfa yüklenirken <img> etiketi hatasý veriyor", "þikayet"
"10436", "Uygulama açýlýrken uzun süre beyaz ekran kalýyor", "þikayet"
"10437", "Gelen ürün modelden farklý çýktý", "þikayet"
"10438", "Telefon numaram sistemde yanlýþ kayýtlýydý", "þikayet"
"10439", "Bize hiç bir hayrý dokunmadý.", "þikayet"
"10440", "Ne hayrý olabilir onun ya?", "þikayet"
"10441", "Þarký dinliyorum.", "bilgi"
"10442", "Ders çalýþýyorum.", "bilgi"
"10443", "?? Ýnsan beyni yaklaþýk 86 milyar nörona sahiptir", "bilgi"
"10444", "HTML'de <ul> etiketi sýrasýz liste oluþturur", "bilgi"
"10445", "Kutup ayýlarý ????? yüzerek kilometrelerce mesafe kat edebilir", "bilgi"
"10446", "Gök gürültüsü þimþekten sonra duyulur çünkü ses ýþýða göre yavaþ yayýlýr", "bilgi"
"10447", "Fizikte enerji <i>kaybolmaz</i> yalnýzca dönüþür", "bilgi"
"10448", "Web sayfalarýnda <span> etiketleri inline içerik için kullanýlýr", "bilgi"
"10449", "??? Cývalý termometreler sýcaklýk deðiþimini hassas ölçer", "bilgi"
"10450", "Deniz suyunun ortalama tuzluluðu %3'tür", "bilgi"
"10451", "?? Radar sistemleri radyo dalgalarýyla çalýþýr", "bilgi"
"10452", "Güneþ ýþýnlarý <b>ultraviyole</b> içerdiði için cildi yakabilir", "bilgi"
"10453", "Dünya'daki en yüksek þelale Angel Falls'tur", "bilgi"
"10454", "Python'da deðiþkenler dinamik tür atamasýna sahiptir", "bilgi"
"10455", "??? Uydular yeryüzüne veri aktarýmý yapabilir", "bilgi"
"10456", "Bazý mantarlar karanlýkta ýþýk saçabilir", "bilgi"
"10457", "?? Kameralar ýþýðý sensörle dijital veriye çevirir", "bilgi"
"10458", "Rüzgar türbinleri kinetik enerjiyi elektrik enerjisine dönüþtürür", "bilgi"
"10459", "Gözdeki retina ýþýðý elektrik sinyaline çevirir", "bilgi"
"10460", "Mavi balinalar ?? dünyadaki en büyük canlýlardýr", "bilgi"
"10461", "<header> etiketi sayfanýn baþlýk kýsmýný belirtir", "bilgi"
"10462", "Zürafalarýn boynu altý omurdan oluþur", "bilgi"
"10463", "?? Dünya'nýn çekirdeði yüksek sýcaklýklardadýr", "bilgi"
"10464", "Karadelikler ýþýðý bile içine çekebilir", "bilgi"
"10465", "Ses duvarý aþýlýrsa sonic boom oluþur", "bilgi"
"10466", "??? Everest dünyanýn en yüksek zirvesidir", "bilgi"
"10467", "Bilgisayarlar ikili sistemle çalýþýr (0 ve 1)", "bilgi"
"10468", "Manyetik alan kutuplardan dýþarýya doðru yayýlýr", "bilgi"
"10469", "?? Genetik bilgi DNA sarmalýnda taþýnýr", "bilgi"
"10470", "Ay tutulmasý ?? Dünya gölgesinde oluþur", "bilgi"
"10471", "Ýnternet trafiði <a href='https://tcpipguide.com'>TCP/IP</a> protokolüyle yönlendirilir", "bilgi"
"10472", "Dalgalar enerjiyi su içinde taþýr", "bilgi"
"10473", "HTML5 multimedya desteðini arttýrmýþtýr", "bilgi"
"10474", "?? Uzay roketleri sývý yakýtla ateþlenebilir", "bilgi"
"10475", "Ses ýsýya baðlý olarak daha hýzlý yayýlýr", "bilgi"
"10476", "?? Ormanlar karbonu emer ve oksijen üretir", "bilgi"
"10477", "Mikroorganizmalar çýplak gözle görülmez", "bilgi"
"10478", "Bazý bitkiler fotosentez dýþýnda azot baðlayabilir", "bilgi"
"10479", "HTML'de <br> etiketi satýr sonu oluþturur", "bilgi"
"10480", "?? Kulaklýklar ses dalgalarýný doðrudan kulaða iletir", "bilgi"
"10481", "Ýyonlar elektrik iletiminde rol oynar", "bilgi"
"10482", "Bir yýl Dünya'nýn Güneþ etrafýndaki dönüþ süresidir", "bilgi"
"10483", "?? Samanyolu galaksisinde yaklaþýk 100 milyar yýldýz vardýr", "bilgi"
"10484", "Bilgisayarlarda RAM geçici verileri depolar", "bilgi"
"10485", "Manyetizma elektrikle iliþkilidir", "bilgi"
"10486", "Yosunlar hem tatlý hem tuzlu sularda yaþayabilir", "bilgi"
"10487", "?? Satürn gezegeni halkalarýyla tanýnýr", "bilgi"
"10488", "Dünya'nýn dönüþü gece ve gündüzü oluþturur", "bilgi"
"10489", "Sürtünme enerjiyi ýsýya dönüþtürür", "bilgi"
"10490", "Kamera lensleri odak uzaklýðýna göre ayrýlýr", "bilgi"
"10491", "?? Bulutlar su buharýnýn yoðunlaþmasýyla oluþur", "bilgi"
"10492", "Yýldýrýmlar negatif yüklü bulutlardan yere boþalýr", "bilgi"
"10493", "Aldýðým ürün kutudan <img> etiketli garip bir broþürle çýktý", "þikayet"
"10494", "?? Kartýmdan iki kez çekim yapýldý ama iade edilmedi", "þikayet"
"10495", "Sitedeki <a> baðlantýsý yanlýþ sayfaya yönlendiriyor", "þikayet"
"10496", "Gönderilen ürün açýklamadaki <b>özelliklerle</b> uyuþmuyor", "þikayet"
"10497", "Sipariþim ?? hâlâ yola çýkmadý ve sistemde görünmüyor", "þikayet"
"10498", "Mobil uygulama açýlmýyor sadece beyaz ekran geliyor", "þikayet"
"10499", "Telefonum <i>garanti</i> kapsamýnda olmasýna raðmen iþlem yapýlmadý", "þikayet"
"10500", "Sayfa <div> hatasý vererek çalýþmýyor", "þikayet"
"10501", "Canlý destek robot yanýt dýþýnda hiçbir þey sunmuyor", "þikayet"
"10502", "?? Geri bildirim formu gönderilemiyor", "þikayet"
"10503", "Sipariþ verirken sürekli 'hata oluþtu' yazýyor", "þikayet"
"10504", "Web sitesinde resimler yüklenmiyor", "þikayet"
"10505", "E-postama doðrulama gelmediði için giriþ yapamýyorum", "þikayet"
"10506", "?? Müþteri hizmetleri dakikalarca bekletiyor", "þikayet"
"10507", "Ürün yanýnda fiþ gelmediði için garanti dýþý kaldý", "þikayet"
"10508", "Açýklamada yazan özellikler kutuda yoktu", "þikayet"
"10509", "Kredi kartý bilgilerim sistemde kayýtlý görünüyordu", "þikayet"
"10510", "Uygulama sürekli <button> butonuna týklayýnca hata veriyor", "þikayet"
"10511", "Satýn aldýðým cihaz ilk günden bozuldu", "þikayet"
"10512", "?? Hediyeli yazýyor ama hediye gelmedi", "þikayet"
"10513", "Canlý sohbet açýlmýyor sadece dönen simge kalýyor", "þikayet"
"10514", "Site gece modunda metinler görünmüyor", "þikayet"
"10515", "Formu doldurduðumda <input> hatasý çýkýyor", "þikayet"
"10516", "Veri kaybý yaþadým ve yedekleme yapýlmamýþtý", "þikayet"
"10517", "Mobil sitedeki ödeme ekraný açýlmýyor", "þikayet"
"10518", "Paketim komþuya teslim edilip bilgilendirme yapýlmadý", "þikayet"
"10519", "Kargo takibi eksik bilgiler gösteriyor", "þikayet"
"10520", "Teknik destek biletim 5 gündür cevaplanmadý", "þikayet"
"10521", "Ürün açýklamasýndaki link <a> bozuk çýktý", "þikayet"
"10522", "Telefon görüþmesinde ses kalitesi çok kötüydü", "þikayet"
"10523", "Ürün arýzalý geldi ve servis kabul etmedi", "þikayet"
"10524", "Gelen e-posta spam klasörüne düþüyor", "þikayet"
"10525", "?? Sipariþ teslim süresi 3 gün yazýyor ama 10 gün oldu", "þikayet"
"10526", "Uygulamadaki kampanya aktif deðil", "þikayet"
"10527", "Sayfa yüklenirken tarayýcý çöküyor", "þikayet"
"10528", "Teslimat adresim sistemde yanlýþ gösteriliyor", "þikayet"
"10529", "Reklamlar <iframe> içine gömülü olduðu için sayfa donuyor", "þikayet"
"10530", "Ürünün üzerindeki etiket silinmiþti", "þikayet"
"10531", "Kampanya kodu geçersiz uyarýsý alýyorum", "þikayet"
"10532", "Mobil uygulamada kaydet butonu çalýþmýyor", "þikayet"
"10533", "Profil fotoðrafý yüklenmiyor hata veriyor", "þikayet"
"10534", "?? Ürün teknik özellikleri beklentimi karþýlamadý", "þikayet"
"10535", "Sitenin <footer> kýsmýndaki bilgiler eksik", "þikayet"
"10536", "Destek ekibi sadece hazýr yanýt gönderiyor", "þikayet"
"10537", "Kargom baþkasýna teslim edilip bilgi verilmedi", "þikayet"
"10538", "Alýþveriþ geçmiþim sistemden silinmiþ", "þikayet"
"10539", "Ürün kutusunda barkod eksikti", "þikayet"
"10540", "Garanti belgesi geçersiz çýktý", "þikayet"
"10541", "Online ödemede banka hatasý almama raðmen ücret çekildi", "þikayet"
"10542", "?? Yazýlým güncellemesi cihazý yavaþlattý", "þikayet"
"10543", "Dünya üzerindeki en derin okyanus Mariana Çukuru'dur", "bilgi"
"10544", "?? Genetik bilgi DNA diziliminde saklanýr", "bilgi"
"10545", "Kahvenin içinde kafein adlý uyarýcý madde bulunur", "bilgi"
"10546", "?? <a> etiketi HTML'de baðlantý verir", "bilgi"
"10547", "Satürn gezegeni halkalarýyla tanýnýr", "bilgi"
"10548", "?? Antibiyotikler bakterilere karþý etkilidir virüslere deðil", "bilgi"
"10549", "Bir yýl 365 gün 6 saattir bu nedenle artýk yýl oluþur", "bilgi"
"10550", "??? Rüzgar yüksek basýnçtan alçak basýnca doðru eser", "bilgi"
"10551", "?? Batarya kapasitesi miliamper saat ile ölçülür", "bilgi"
"10552", "?? Pusula manyetik kuzeyi gösterir", "bilgi"
"10553", "Iþýk dalgalarý foton adý verilen parçacýklarla taþýnýr", "bilgi"
"10554", "Python'da liste elemanlarýna indeks numarasýyla eriþilir", "bilgi"
"10555", "?? Lav yer kabuðunun altýndaki maðmadan oluþur", "bilgi"
"10556", "Bir dosyanýn uzantýsý içeriðini tanýmlar örnek .jpg", "bilgi"
"10557", "??? Yaðmur su döngüsünün bir parçasýdýr", "bilgi"
"10558", "Einstein'ýn E=mc^2 denklemi enerji kütle iliþkisini açýklar", "bilgi"
"10559", "?? Ay'ýn evreleri Güneþ ýþýðýyla oluþur", "bilgi"
"10560", "Dosya yollarý iþletim sistemine göre deðiþiklik gösterebilir", "bilgi"
"10561", "Görme olayý retinada baþlar", "bilgi"
"10562", "?? Suyun donma noktasý 0 derecedir", "bilgi"
"10563", "Veritabanlarýnda birincil anahtar kayýtlarý benzersiz tanýmlar", "bilgi"
"10564", "??? Basýnç birimi Pascal'dýr", "bilgi"
"10565", "Instagram'da hikayeler 24 saat sonra silinir", "bilgi"
"10566", "?? Ekvator çevresi yaklaþýk 40075 kilometredir", "bilgi"
"10567", "Cep telefonlarý radyo dalgalarýyla iletiþim kurar", "bilgi"
"10568", "?? Aðaçlar fotosentez sýrasýnda oksijen üretir", "bilgi"
"10569", "?? Uzay araçlarý yeryüzünden yerçekimini aþarak fýrlatýlýr", "bilgi"
"10570", "?? PDF belgeler taþýnabilir döküman formatýdýr", "bilgi"
"10571", "CSS ile bir web sitesinin görünümü özelleþtirilir", "bilgi"
"10572", "?? Balýklar solungaçlarý ile nefes alýr", "bilgi"
"10573", "Bir web sayfasýnýn yapýsý HTML ile oluþturulur", "bilgi"
"10574", "?? Kimyasal tepkimelerde enerji alýþveriþi olur", "bilgi"
"10575", "JavaScript deðiþkenleri var let const ile tanýmlanýr", "bilgi"
"10576", "?? Mikroskoplar hücreleri incelemek için kullanýlýr", "bilgi"
"10577", "?? TCP/IP protokolü internet iletiþimini saðlar", "bilgi"
"10578", "??? JPEG sýkýþtýrýlmýþ görüntü formatýdýr", "bilgi"
"10579", "Uzay boþluðunda ses yayýlmaz", "bilgi"
"10580", "?? Yön bulmak için pusula kullanýlýr", "bilgi"
"10581", "??? Everest zirvesi dünyanýn en yüksek noktasýdýr", "bilgi"
"10582", "Lazerler koherent ýþýk yayar", "bilgi"
"10583", "?? Gökkuþaðý yedi renkten oluþur", "bilgi"
"10584", "?? Beynin sað lobu yaratýcýlýkla ilgilidir", "bilgi"
"10585", "Tarayýcý çerezleri kullanarak oturum bilgilerini tutar", "bilgi"
"10586", "?? Bir paket yönlendirme IP adresiyle yapýlýr", "bilgi"
"10587", "C dilinde yorum satýrý // veya /* */ ile yazýlýr", "bilgi"
"10588", "?? Aktif volkanlar lav püskürtebilir", "bilgi"
"10589", "?? Teleskoplar gök cisimlerini yaklaþtýrarak gösterir", "bilgi"
"10590", "?? URL Uniform Resource Locator anlamýna gelir", "bilgi"
"10591", "?? Ay'da rüzgar ve su erozyonu yoktur", "bilgi"
"10592", "?? Uranüs yatýk eksen eðimiyle dikkat çeker", "bilgi"
"10593", "Kutup yýldýzý kuzeyi gösteren sabit bir referans noktasýdýr", "bilgi"
"10594", "?? Asit ve bazlar pH deðeriyle sýnýflandýrýlýr", "bilgi"
"10595", "?? Yapay zeka verilerden öðrenme yeteneðine sahiptir", "bilgi"
"10596", "Iþýk hýzý saniyede yaklaþýk 299792 kilometredir", "bilgi"
"10597", "?? Yanardaðlar magma yüzeye çýktýðýnda oluþur", "bilgi"
"10598", "Buzullar tatlý suyun büyük bir kýsmýný barýndýrýr", "bilgi"
"10599", "?? HTTPS baðlantýlarý þifreli veri iletimini saðlar", "bilgi"
"10600", "HTML'de <div> etiketi bölümler oluþturmak için kullanýlýr", "bilgi"
"10601", "?? Uydular dünya yörüngesinde belirli yüksekliklerde döner", "bilgi"
"10602", "?? Lityum iyon piller yeniden þarj edilebilir", "bilgi"
"10603", "??? Atmosfer toz ve gazlardan oluþan bir katmandýr", "bilgi"
"10604", "?? Ýnsanlarda 32 daimi diþ bulunur", "bilgi"
"10605", "?? SSD'ler mekanik disklere göre daha hýzlý çalýþýr", "bilgi"
"10606", "?? Hücre bölünmesi mitoz ve mayoz olarak ikiye ayrýlýr", "bilgi"
"10607", "Güneþ sistemi sekiz gezegen içerir", "bilgi"
"10608", "?? CSS ile elemanlara stil verilir", "bilgi"
"10609", "Bir uygulama API ile baþka servislerle iletiþim kurar", "bilgi"
"10610", "?? Güneþ hidrojenin helyuma dönüþmesiyle enerji üretir", "bilgi"
"10611", "?? Jüpiter en büyük gezegendir ve gaz devidir", "bilgi"
"10612", "Su döngüsünde buharlaþma yoðuþma ve yaðýþ vardýr", "bilgi"
"10613", "?? Antarktika dünyanýn en soðuk bölgesidir", "bilgi"
"10614", "?? Veriler grafiklerle daha kolay yorumlanabilir", "bilgi"
"10615", "?? Nöronlar elektriksel sinyallerle iletiþim kurar", "bilgi"
"10616", "Termometre sýcaklýk ölçmek için kullanýlýr", "bilgi"
"10617", "?? Yer kabuðu tektonik levhalardan oluþur", "bilgi"
"10618", "??? Akarsular vadiler oluþturarak yer þekillerini deðiþtirir", "bilgi"
"10619", "?? Elektrikli araçlar batarya ile çalýþýr", "bilgi"
"10620", "??? GPS uydularý konum bilgisi saðlar", "bilgi"
"10621", "Kodlama mantýksal düþünmeyi geliþtirir", "bilgi"
"10622", "?? Moleküller atomlardan oluþur", "bilgi"
"10623", "?? Samanyolu galaksisinde yaþýyoruz", "bilgi"
"10624", "?? Bir roman kurgusal olaylar zincirini içerir", "bilgi"
"10625", "Güneþ tutulmasý Ay’ýn Güneþ’i örtmesiyle oluþur", "bilgi"
"10626", "?? Ýnsan iskeleti 206 kemikten oluþur", "bilgi"
"10627", "?? DSLR kameralar deðiþtirilebilir lens kullanýr", "bilgi"
"10628", "?? LED ampuller enerji tasarrufludur", "bilgi"
"10629", "??? Demokrasi halkýn iradesine dayalý bir yönetim biçimidir", "bilgi"
"10630", "?? Ses dalgalarý kulakta titreþim oluþturur", "bilgi"
"10631", "?? Bitkiler karbondioksit alýp oksijen verir", "bilgi"
"10632", "?? IP adresi cihazlarýn kimliðidir", "bilgi"
"10633", "?? Nesne yönelimli programlama sýnýflar içerir", "bilgi"
"10634", "?? Hücre çekirdeði genetik materyali barýndýrýr", "bilgi"
"10635", "?? CD'ler optik disklerdir", "bilgi"
"10636", "?? Oyun motorlarý grafik ve fizik hesaplamalarýný içerir", "bilgi"
"10637", "?? Falcon 9 yeniden kullanýlabilir bir roket sistemidir", "bilgi"
"10638", "? Elektrik akýmý elektronlarýn hareketidir", "bilgi"
"10639", "?? Bitcoin bir kripto para birimidir", "bilgi"
"10640", "??? PNG formatý þeffaflýk desteði sunar", "bilgi"
"10641", "?? Renkli bayraklar yarýþlarda uyarý iþareti olarak kullanýlýr", "bilgi"
"10642", "?? Klavyede Ctrl+C kopyalama iþlevi görür", "bilgi"
"10643", "?? Þarj kablosu prize temas etmiyor", "þikayet"
"10644", "Klavye ýþýðý kendi kendine kapanýyor", "þikayet"
"10645", "??? Bilgisayar durduk yere mavi ekran veriyor", "þikayet"
"10646", "?? Sipariþim yanlýþ adrese gönderilmiþ", "þikayet"
"10647", "Web sitesinde ürün açýklamalarý eksik yazýlmýþ", "þikayet"
"10648", "?? Telefonumun ekraný kendi kendine dokunuyor", "þikayet"
"10649", "?? Hoparlör sesi tamamen kesildi", "þikayet"
"10650", "Yazýlým lisans kodu geçersiz diyor", "þikayet"
"10651", "?? Ýnternet baðlantýsý sürekli kopuyor", "þikayet"
"10652", "?? Kulaklýk sesi boðuk ve cýzýrtýlý veriyor", "þikayet"
"10653", "Uygulama çok yavaþ çalýþýyor", "þikayet"
"10654", "?? Güncelleme sonrasý veri kaybý yaþadým", "þikayet"
"10655", "??? Yazýcý sürekli kaðýt sýkýþtýrýyor", "þikayet"
"10656", "Destek hattý beklemeye alýp kimseye baðlamýyor", "þikayet"
"10657", "Mobil uygulama bazý cihazlarda hiç açýlmýyor", "þikayet"
"10658", "?? Oyunda sürekli baðlantý kopmasý yaþanýyor", "þikayet"
"10659", "Kargom hasarlý bir þekilde teslim edildi", "þikayet"
"10660", "?? Arama sonuçlarý hiç alakalý deðil", "þikayet"
"10661", "?? Gönderdiðim e-postaya haftalardýr dönüþ yok", "þikayet"
"10662", "?? Kamera karanlýk ortamlarda aþýrý bozuluyor", "þikayet"
"10663", "?? Þifre yenileme baðlantýsý çalýþmýyor", "þikayet"
"10664", "Mikrofon sesi sürekli kesiliyor", "þikayet"
"10665", "?? Navigasyon yanlýþ yönlendiriyor", "þikayet"
"10666", "?? Yazýlým sürekli lisans hatasý veriyor", "þikayet"
"10667", "PDF dosyasýný açarken uygulama kapanýyor", "þikayet"
"10668", "Çekilen video kalitesi aþýrý düþük", "þikayet"
"10669", "Mobil veri çekmesine raðmen internet çalýþmýyor", "þikayet"
"10670", "?? Faturada eksik bilgiler yazýlmýþ", "þikayet"
"10671", "Ürün açýklamasýndaki özelliklerle gerçekteki tutmuyor", "þikayet"
"10672", "?? Kamera uygulamasý kendiliðinden donuyor", "þikayet"
"10673", "Bluetooth kulaklýk sadece bir kulakta çalýþýyor", "þikayet"
"10674", "Giriþ sayfasýnda sürekli captcha hatasý veriyor", "þikayet"
"10675", "? Yükleme ekraný dakikalarca sürüyor", "þikayet"
"10676", "?? Bilet sistemi üzerinden iþlem yapýlamýyor", "þikayet"
"10677", "E-posta doðrulama kodu gelmiyor", "þikayet"
"10678", "?? Kapý sensörü yanlýþ alarm veriyor", "þikayet"
"10679", "Uygulama içi reklamlar aþýrý derecede rahatsýz edici", "þikayet"
"10680", "?? Siteye girince güvenlik uyarýsý çýkýyor", "þikayet"
"10681", "?? Oyunun bazý bölümleri yüklenmiyor", "þikayet"
"10682", "Çekim kalitesi çok kötü fotoðraf bulanýk çýkýyor", "þikayet"
"10683", "Kampanya indirimi sepete yansýmýyor", "þikayet"
"10684", "?? Batarya yüzde ellide kapanýyor", "þikayet"
"10685", "Web formu gönder butonu çalýþmýyor", "þikayet"
"10686", "?? Ses seviyesi kendiliðinden deðiþiyor", "þikayet"
"10687", "Ýçerik filtreleme doðru çalýþmýyor", "þikayet"
"10688", "Dosya yükleme baþarýsýz oluyor", "þikayet"
"10689", "??? Fare imleci takýlarak hareket ediyor", "þikayet"
"10690", "Cihaz donduktan sonra yeniden baþlatmak gerekiyor", "þikayet"
"10691", "Uygulama eski sürüme geri dönmeme izin vermiyor", "þikayet"
"10692", "Sitenin SSL sertifikasý geçersiz görünüyor", "þikayet"
"10693", "??Hayýrsýzsýn.", "þikayet"
"10694", "Bilgisayarda projeme bakýyorum.", "bilgi"
"10695", "Ya býrak Allah için ya!", "þikayet"
"10696", "Bi halta yaramazsýn.", "þikayet"
"10697", "Hayatýmdaki en hayýrsýz insansýn sen ya", "þikayet"
"10698", "Gözlüklerim polarize özelliðe sahip.", "bilgi"
"10699", "Veri setine ekleme yapýyorum.", "bilgi"
"10700", "Nasýlsýn?", "bilgi"
"10701", "Sipariþim tam 3 gün gecikti ve hiç bilgilendirilmedim.", "þikayet"
"10702", "Müþteri hizmetleriyle defalarca görüþtüm ama sorunuma çözüm bulamadýlar.", "þikayet"
"10703", "Ürün kalitesi fiyatýna hiç uymuyor çok düþük kalitede.", "þikayet"
"10704", "Kargo paketi açýlmýþ ve içinde bazý parçalar eksikti.", "þikayet"
"10705", "Ýnternet sitesindeki ödeme iþlemi sürekli hata veriyor.", "þikayet"
"10706", "Satýn aldýðým ürün renk olarak tamamen farklý çýktý.", "þikayet"
"10707", "Sipariþimi yanlýþ göndermiþler tekrar uðraþmak zorunda kaldým.", "þikayet"
"10708", "Mobil uygulama sýk sýk çöküyor ve kullanýlamýyor.", "þikayet"
"10709", "Ürün açýklamasý ile gerçek ürün arasýnda ciddi farklar var.", "þikayet"
"10710", "Teslimat adresimi defalarca doðru girmeme raðmen hata yaptýlar.", "þikayet"
"10711", "Ýade süreci aþýrý karmaþýk ve çok zaman alýyor.", "þikayet"
"10712", "Kargo takip numarasý verilmediði için paketimi takip edemedim.", "þikayet"
"10713", "Ürün garanti kapsamýnda olmasýna raðmen servis ilgilenmiyor.", "þikayet"
"10714", "Sipariþim eksik gönderildi eksik ürün için destek alamýyorum.", "þikayet"
"10715", "Web sitesinde kampanya koþullarý net deðil yanýltýcý bilgiler var.", "þikayet"
"10716", "Müþteri temsilcisi konuþurken sürekli telefonda baþka iþle ilgileniyor gibiydi.", "þikayet"
"10717", "Ürün çok kýsa sürede bozuldu beklediðim kalitenin altýnda.", "þikayet"
"10718", "Sipariþimi iptal etmek istediðimde site hata verdi ve iþlem gerçekleþmedi.", "þikayet"
"10719", "Kargo þirketi paketi teslim etmeye gelmediði halde teslim edilmiþ gösterdi.", "þikayet"
"10720", "Fiyatlar çok yüksek benzer ürünlere kýyasla aþýrý pahalý.", "þikayet"
"10721", "Ürün ambalajý açýlmýþ ve kullanýlmýþ gibi duruyordu.", "þikayet"
"10722", "Site üzerinden sipariþ verirken ödeme seçeneði sürekli kapanýyor.", "þikayet"
"10723", "Kampanyalar çok sýk deðiþiyor alýþveriþ yapmak zorlaþýyor.", "þikayet"
"10724", "Hesabýmda izinsiz iþlem yapýldýðýný fark ettim ama destek yardýmcý olmuyor.", "þikayet"
"10725", "Ürün çok geç stoklara girdi uzun süre beklemek zorunda kaldým.", "þikayet"
"10726", "Canlý destek ekibi çok yavaþ cevap veriyor beklemek zorundayým.", "þikayet"
"10727", "Sipariþimin teslimat günü sürekli ertelendi ve haber verilmedi.", "þikayet"
"10728", "Ürün montajý için gerekli talimatlar çok eksik ve karýþýk.", "þikayet"
"10729", "Maðaza çalýþanlarý ilgisiz ve saygýsýz davranýyor.", "þikayet"
"10730", "Ürün paketlemesi çok kötü yapýlmýþ taþýma sýrasýnda zarar görmüþ.", "þikayet"
"10731", "Siteye giriþ yaparken sürekli hata alýyorum ve iþlem yapamýyorum.", "þikayet"
"10732", "Ödeme iþlemi tamamlandý ama sipariþim görünmüyor.", "þikayet"
"10733", "Ürünün kullanma kýlavuzu yetersiz ve anlaþýlmaz.", "þikayet"
"10734", "Müþteri hizmetleri sadece standart cevaplar veriyor sorunuma çözüm yok.", "þikayet"
